3000 2000
2890 1715 25
2704 58 21
677 979 33
2708 1513 19
1251 2764 18
2925 1065 3
786 1270 15
2195 1586 26
1692 1845 23
2135 1203 13
2163 2473 17
1930 1212 23
174 2794 32
2766 2643 25
1920 2483 21
1462 2972 23
2762 1299 27
767 2185 3
270 1435 19
134 1281 9
2319 2734 20
2016 1462 17
1476 2613 20
1542 1336 31
2784 2612 20
987 10 24
2295 82 11
1052 752 25
2455 1358 15
1720 1232 28
786 1954 6
1799 2573 17
856 1132 19
1068 1846 20
2199 1856 28
557 2291 21
1748 694 24
1535 2952 24
610 724 14
1643 211 20
1426 2937 27
1347 1775 24
186 1899 30
2401 1706 14
1432 1470 22
2293 410 17
1676 432 12
849 529 20
2892 539 13
2113 2185 27
2616 208 26
2268 1746 17
2860 1021 18
2744 2192 34
2350 801 31
2948 1209 19
2784 694 20
1544 1151 20
2154 2049 27
1568 2012 16
2034 1272 19
2079 2717 28
568 1736 18
502 531 25
2362 1884 17
2780 2351 27
347 1374 26
2372 283 21
980 1848 32
2074 1423 20
2687 948 14
183 1420 25
1405 350 9
2485 2997 22
1566 1905 19
443 973 19
1018 200 17
1779 629 31
302 134 11
1034 118 9
2650 1510 30
1711 971 28
2518 2673 21
2819 2121 11
983 63 11
1636 1872 26
570 732 19
2678 2721 12
1734 2291 20
2769 1664 24
1620 486 14
2824 1331 22
55 208 32
2502 1570 25
1116 1760 6
2997 1923 12
2045 1994 29
2174 2877 44
1175 1334 44
2432 2132 15
1553 1018 6
632 215 29
2312 2219 21
2429 1916 34
810 681 14
219 104 19
912 422 20
29 1828 14
1073 139 36
1572 2391 22
2394 1348 7
1962 2542 9
938 1453 30
660 497 15
2331 590 24
1260 2778 5
1982 2947 23
568 2534 18
1438 1008 24
1422 1823 14
661 2954 14
478 337 22
757 2168 15
1681 2234 20
457 2690 21
1236 561 10
2379 2555 16
2558 658 13
2675 2008 9
268 1900 21
1508 2370 27
847 1310 21
1215 2857 18
2037 2244 21
306 818 22
859 2706 13
2636 2564 16
2130 2468 15
2654 2613 14
265 2993 18
1185 12 15
94 2222 26
214 306 20
793 783 10
2638 2992 9
2538 1871 27
1116 2116 24
365 2526 25
1659 1690 22
2958 978 26
594 1090 26
1157 1031 24
1395 1200 24
910 1070 21
1124 1767 17
17 1427 21
2802 1140 16
2648 2849 17
2646 387 26
1084 1449 9
82 1439 14
2088 2694 16
2555 890 19
1525 2866 14
2368 91 20
1102 1984 22
2362 1405 12
1206 2937 8
757 2526 23
1226 2090 26
2364 563 21
1212 78 17
105 1068 17
2597 1428 15
2685 2273 19
2129 1560 16
1862 2018 24
2216 1841 27
805 2297 15
1497 838 12
146 866 16
1337 474 23
2212 59 13
1226 2363 17
1104 2453 25
405 14 15
2919 1192 21
2795 2268 25
1701 1116 2
2804 565 16
303 900 24
2360 981 20
1562 2228 9
1363 1642 12
546 1205 24
2147 2397 19
1760 2310 17
129 1186 18
642 2227 21
756 2426 29
1048 2915 26
736 93 15
1797 1689 14
2040 2171 0
2537 2550 20
2798 98 29
2358 982 15
1764 1879 21
120 2464 5
2774 191 16
2675 332 15
1047 2044 21
653 746 16
310 2284 24
1614 610 20
1700 2416 25
897 2794 26
2365 1435 18
923 855 19
820 2857 22
2193 2282 14
305 1129 12
2516 1252 16
420 2387 28
2989 921 25
2136 1539 -4
1410 2089 27
2443 1563 22
801 997 31
972 2987 21
2247 1744 -4
96 2702 13
528 2947 21
1763 1358 23
933 1126 29
2605 841 9
858 2634 10
578 1350 13
1828 2251 5
1733 2428 31
409 2314 10
73 1965 21
628 80 34
472 2348 13
942 34 29
193 2357 0
2461 2092 27
478 2078 6
2167 2847 29
630 2186 21
1397 486 23
2933 2940 20
2739 817 6
1967 2425 16
1520 187 16
2115 683 5
1791 1391 24
731 1764 15
2475 2851 15
1490 629 17
1925 1891 16
1341 2622 7
367 211 19
1719 242 12
2955 1468 27
607 863 20
2777 113 19
582 577 12
1248 579 18
2263 2401 22
19 2838 24
1636 594 22
599 2905 9
2497 2712 15
144 1163 21
1078 2706 22
209 2751 26
1756 2665 26
2882 1888 20
1908 846 24
2147 2286 18
1760 936 26
1509 2574 25
492 380 20
510 1531 5
2392 1908 10
2540 163 24
1572 1083 4
1416 1308 20
849 463 14
14 1840 26
1676 1263 20
1395 1050 18
1241 2773 9
519 871 31
2137 709 13
1875 1206 13
494 1451 12
1890 288 15
2580 2953 25
1430 1795 14
787 1103 10
2054 2165 14
1251 2429 22
2506 351 34
425 1136 23
689 779 18
1371 32 31
87 2006 29
2470 2168 40
1999 706 26
2786 1717 34
265 2845 10
2642 1600 41
1726 563 19
354 282 28
2906 1490 28
311 1374 29
165 2018 19
566 1068 23
2798 2669 20
601 1795 11
911 2925 12
646 2684 29
2722 2875 15
173 2944 21
21 2806 12
1065 2134 21
196 1630 23
1852 2325 20
2531 809 9
234 663 24
2300 2302 23
360 84 23
915 1158 23
2914 1793 20
568 2748 25
2162 659 29
1565 1984 11
2041 843 15
1847 1111 32
2373 371 24
1802 2100 6
538 871 20
649 1751 18
1941 1660 24
456 2910 25
388 2057 19
316 1998 21
1413 1532 21
558 1093 34
285 1086 22
1606 212 25
1252 366 2
1937 1500 5
700 646 11
2772 2399 22
55 931 -1
1784 7 10
945 930 22
1837 2594 20
2536 1771 21
466 496 21
2265 1526 33
849 975 29
1413 861 27
784 396 17
2269 384 29
152 1322 4
2912 1718 21
1807 333 22
2445 2295 25
1333 227 15
988 1668 13
1291 2344 18
2194 315 30
2314 1468 16
118 2262 11
817 958 17
2097 1421 21
2149 2083 39
2155 2018 11
2557 2561 25
1447 2261 11
1434 1449 23
2210 2328 13
1263 2182 11
148 1674 22
1225 2429 28
766 641 27
2767 1947 13
1073 2571 11
2859 395 13
1161 2081 18
504 276 20
872 876 26
2136 1258 19
1172 1228 23
364 2792 20
386 1807 9
767 583 11
1378 2088 25
2972 2467 27
236 270 16
764 2388 10
603 171 23
975 1113 21
2374 1283 20
1919 1006 13
900 1305 10
2154 575 23
2565 2796 24
2911 2658 27
629 2503 16
1333 2625 24
2426 388 20
2048 689 37
94 1457 30
1012 2546 18
454 2900 21
2599 599 24
299 1675 13
1772 1448 27
93 1074 26
1482 912 6
1714 752 32
2168 1529 16
1143 165 15
2023 1981 19
2727 1607 19
1384 548 21
1713 30 18
134 1191 13
1733 260 11
2404 2096 25
81 2447 37
2601 2157 29
586 2435 16
1072 1230 14
74 2042 14
110 364 29
1597 208 22
315 170 14
2806 2107 -3
2132 1042 10
701 1948 -3
2482 1708 22
726 280 18
1130 929 9
1666 734 17
2910 1358 17
1456 2301 19
178 676 8
1225 320 22
1924 1859 26
2973 147 13
916 823 17
2434 156 27
315 2094 17
2630 922 9
1677 2840 21
930 257 28
2361 2213 23
319 1636 18
1965 1730 16
2514 2753 15
212 2628 11
2233 1472 12
1467 305 10
2030 226 15
1106 1619 17
2883 2466 13
430 1945 17
1104 2411 19
1780 1147 19
1159 2285 15
22 1975 33
2549 987 25
422 226 25
2818 2179 9
1369 2943 20
1800 987 17
125 717 40
1842 1349 20
765 2092 20
444 1291 13
955 1586 24
2716 13 14
2065 1840 30
1444 189 35
707 1052 19
1167 1420 13
1874 386 5
2211 2317 31
1546 486 16
2691 7 17
755 1729 17
2881 2250 27
541 610 30
2954 931 20
2899 2331 19
2981 222 18
2522 25 16
1173 2242 9
2944 603 19
2820 2608 26
103 50 18
1408 828 28
2521 560 24
320 1018 3
2795 1873 24
197 1513 7
1020 364 19
1899 1331 11
68 2121 21
2007 210 26
2103 580 17
2504 2269 25
370 1368 19
2087 808 20
2426 2029 18
1121 1383 10
442 2836 7
354 2247 29
1920 1192 26
2199 1346 27
690 2498 31
1898 1017 27
813 844 19
1435 62 0
1398 1779 26
1342 246 13
1600 210 17
49 1742 15
415 1501 10
417 2720 23
2083 2909 19
2994 1217 23
2551 870 16
2148 1869 28
1544 1339 29
1497 2036 20
77 1115 21
1275 1502 8
831 1831 28
2304 991 12
1818 2464 27
539 2068 28
898 1729 15
2509 2498 24
1836 2151 25
2981 67 17
582 2700 22
2350 2932 32
201 2931 30
19 961 25
1733 2339 25
700 931 30
1942 1409 18
1673 1949 17
2067 929 21
2395 2842 21
2995 2094 17
2671 785 22
304 1189 38
508 641 19
1933 414 26
1065 84 24
2170 1034 16
498 1895 11
804 1621 16
1706 1016 26
1559 2885 13
2128 2207 21
1494 2848 13
2068 1461 11
1067 326 6
2590 870 17
2836 1345 28
2606 471 19
222 2171 14
1394 742 11
803 2322 23
2078 1154 24
2369 2267 25
1291 345 3
866 2104 13
84 265 33
2626 598 31
438 2804 16
2811 282 26
2848 554 12
2405 2970 21
1182 1305 23
2706 2283 19
1367 811 23
1137 2738 24
744 2774 11
2853 2694 13
1580 160 42
2635 2279 13
2427 2467 24
663 943 23
1175 1243 21
1882 609 25
1476 1438 27
653 2394 -5
1770 91 19
781 2500 12
976 1582 -3
2895 1493 13
1864 130 35
386 1716 17
2312 61 35
977 116 22
2565 2103 3
1104 854 16
2767 2066 6
508 851 14
2881 2067 21
646 919 20
927 647 18
1742 2791 25
1239 1022 23
1105 835 19
1523 620 23
2600 398 11
1205 2584 18
1599 2581 26
26 402 24
960 2801 6
1622 2337 5
207 862 13
955 1578 6
681 1987 29
59 2918 24
1163 239 15
992 996 28
2411 1289 23
584 65 17
2096 2606 16
2493 1343 29
895 2669 26
229 2158 10
4 1513 30
1977 828 32
2859 616 14
2130 2161 19
1074 2015 24
1339 844 6
2346 1128 28
1378 666 13
239 2701 14
1342 2040 26
1541 1362 16
232 2931 10
2883 1302 25
340 847 23
841 946 38
1303 2021 15
1563 1960 27
1400 658 11
1349 1764 27
752 838 11
1934 2630 20
756 450 38
151 1838 16
999 921 18
2107 1142 33
1250 919 16
1974 1003 25
2310 212 22
1664 764 31
1886 1906 24
657 1265 32
304 282 18
2476 2260 15
1866 2387 21
974 1699 18
2390 2731 23
1989 2307 26
2520 835 23
3 2550 17
348 214 26
2897 942 19
1042 1386 24
1230 743 17
828 389 24
2569 1085 21
263 2154 9
1536 528 20
2075 283 20
325 353 21
2519 1514 22
1354 1828 9
1098 1695 19
553 1802 17
2645 2764 27
2538 972 16
1705 2149 12
2987 1813 22
283 960 15
288 1291 27
354 1750 28
1658 421 11
2645 247 27
2065 526 20
2910 1753 23
2459 2238 22
609 2121 23
1417 2866 31
473 1376 9
1187 2899 21
662 1604 18
2853 760 34
2730 1651 17
2016 2763 11
387 622 28
1089 490 21
1665 2902 12
2559 718 9
2079 2856 14
1712 507 2
606 2043 27
1113 663 23
714 399 22
1748 1387 25
1985 2785 2
2405 2041 17
2561 580 19
326 1134 26
803 248 11
1408 1953 24
2596 262 16
2380 1666 42
1880 2641 22
2841 2607 23
484 721 9
2888 1177 19
2380 2024 22
86 2339 20
1163 872 26
72 1470 36
267 1806 7
1633 2010 29
1976 2404 18
1842 2414 21
1047 2511 17
2024 839 32
1299 2188 16
686 1046 14
825 2896 35
2574 1635 26
1904 2661 3
1579 548 9
2745 2227 21
211 10 12
677 1736 29
2662 2738 31
1561 793 24
13 377 20
651 2014 15
1413 1767 26
388 2889 15
1826 1024 34
2404 2066 19
653 2630 47
2027 2236 21
2061 834 30
2701 2440 23
2522 1355 31
1922 692 23
1842 2902 11
1702 1440 2
2568 2229 27
1101 2041 25
1686 1752 18
941 248 13
992 63 19
2585 2627 35
2279 926 15
1740 2454 15
2324 2483 25
597 1859 29
2764 994 13
788 2171 20
1840 1854 22
345 34 9
212 493 15
209 845 1
2104 1341 16
355 1985 28
1690 2939 27
1345 240 23
690 624 13
2564 2993 20
2268 211 26
1798 81 21
1500 2551 32
1966 2950 25
2245 1160 20
2901 1086 26
1840 1661 19
415 211 28
2516 2999 27
2297 559 16
2870 957 15
1948 1212 18
1328 652 31
1305 590 15
459 1110 32
1640 759 31
1914 717 22
463 1597 28
2381 1474 12
1478 2096 23
2475 275 23
1005 1941 13
2504 502 20
558 2086 30
822 926 -9
1342 162 24
782 58 21
2268 2008 30
2412 1480 31
2776 1362 33
2965 1395 32
1836 1141 19
1923 1255 15
2522 430 36
2450 1242 32
1776 1923 28
591 1808 14
24 2015 20
303 1150 11
157 856 14
520 2460 26
466 2780 16
1821 386 25
759 2397 20
1380 2048 12
887 303 16
1924 1811 21
2198 2512 17
2441 1527 26
522 1832 25
447 1578 24
1368 2068 21
1103 1224 21
1049 1970 16
2139 310 7
505 2925 30
2099 2381 20
1605 2175 14
408 1484 20
26 1154 10
204 1478 21
855 683 12
1300 2927 21
1901 2762 27
969 1375 12
1135 1216 12
2358 1514 7
1234 932 26
1287 23 10
1972 2019 28
2589 358 8
2690 391 19
1771 2477 15
146 1092 16
2545 2324 8
778 336 5
2863 365 23
2331 468 18
610 2089 18
512 27 19
88 262 2
1695 2584 20
248 2021 28
379 2399 5
840 1188 14
1720 333 27
938 437 15
1802 2061 26
2800 2842 33
1033 709 31
2519 1408 10
942 1555 27
334 2388 4
14 2688 30
2269 336 26
700 816 28
24 2382 18
2048 2592 39
789 1008 19
2233 1335 30
1752 1064 19
2020 2689 28
1694 44 24
2372 1263 4
664 1301 25
1292 2653 26
2320 2211 10
852 1285 12
1689 884 10
1707 2809 14
2954 1403 17
1028 1291 13
2746 2362 16
2419 2731 19
287 1212 19
1137 143 22
230 1807 16
1912 2620 16
2830 743 25
1986 1682 31
2380 1713 23
2247 2376 23
1959 2490 13
2410 189 14
977 377 12
28 985 14
2672 1806 24
923 2842 10
1818 2817 5
858 1901 25
482 1940 7
775 235 34
2497 1567 17
2255 2986 23
45 2440 23
726 1409 26
1956 1086 9
1078 89 36
879 2589 19
2270 1099 22
1240 923 18
2115 1319 32
142 1414 36
2495 1764 24
1526 1508 5
650 2327 28
2276 658 20
661 2337 14
1803 2761 9
2725 807 21
1117 2569 10
758 322 16
2509 2805 25
1167 830 11
766 1154 36
2065 67 22
849 2238 20
2849 2058 7
2766 2986 13
1315 69 -1
575 1729 24
2374 2747 14
618 350 29
1236 2761 7
2263 1181 29
1765 729 35
1520 1639 30
455 2557 31
1397 2829 21
198 2074 19
87 1251 23
1253 592 37
2287 1403 12
1652 1748 32
395 935 23
97 1052 6
2432 2048 21
2078 2640 24
779 1129 31
864 2592 18
1239 2862 25
230 1960 15
2642 747 29
1934 1523 32
1324 1977 4
2429 1044 24
2496 395 11
307 2040 31
858 1676 30
464 1509 5
753 660 19
1577 2398 11
2919 323 12
426 1740 23
2294 908 25
714 2422 35
362 2459 24
2092 2378 21
155 2391 20
1458 1817 12
2433 480 20
2106 1134 0
794 1971 33
2722 993 25
630 390 3
2024 1832 25
481 365 21
136 2846 15
2888 2368 26
1258 1807 1
444 1572 26
2285 808 11
1343 2917 21
509 731 23
91 1043 30
2092 2000 26
1752 1945 25
675 2237 15
1637 1929 25
1791 1743 21
652 2680 10
1582 22 15
880 2376 19
177 164 18
2555 1933 12
1745 1491 16
1779 2060 16
1134 1906 24
2372 1081 18
253 2805 13
1568 848 19
2373 1255 15
2811 1482 18
480 1585 15
2311 2703 25
1029 1240 26
2964 353 29
250 1471 18
411 272 16
242 279 12
2755 1945 15
2668 937 24
393 2033 36
2030 2623 21
601 957 34
1242 875 29
1217 1313 20
2719 2877 12
1961 408 -3
1665 814 37
2323 2590 12
231 900 22
2198 1893 9
2511 710 23
439 299 7
2998 2934 23
1728 1196 34
1448 2864 30
1101 1573 25
912 1277 18
2896 2801 29
2279 110 12
511 2898 31
1626 1931 7
2220 356 13
2974 1282 18
2034 2782 19
2178 916 21
2905 1426 28
2894 2763 6
2711 1073 17
2171 2363 8
1832 2282 12
1791 257 19
1853 2242 20
1207 553 19
940 2822 21
2924 943 13
2559 399 14
579 659 20
948 2227 20
333 2293 18
354 1365 9
1076 1648 23
2705 192 18
813 1442 20
2265 2905 16
1989 269 21
2376 2824 19
1053 2385 19
666 2215 17
2479 611 26
80 2249 27
856 2601 16
1060 2492 8
2406 1659 25
215 635 18
2168 620 25
2119 2686 13
2691 703 25
1331 2716 17
2364 1314 13
939 2316 21
2736 2358 15
2813 216 27
2000 609 22
105 2140 21
2 577 38
2734 186 22
2716 1845 11
361 547 23
2538 808 19
480 296 26
2484 545 17
513 1398 19
1053 2298 19
689 210 34
1063 361 18
586 1974 12
2808 580 22
454 1429 21
720 1806 10
211 1794 13
1631 854 8
1834 2293 6
299 658 18
40 2965 25
365 173 24
2767 1870 27
225 1567 24
1590 2923 18
1983 2840 34
859 357 12
438 2907 27
2535 2724 27
257 591 6
2873 2317 19
2129 1563 22
273 2201 29
2180 1171 9
675 569 25
897 1107 2
986 1451 31
2593 283 21
1431 727 35
2003 29 25
784 371 30
934 346 22
216 196 17
1801 2414 29
2150 2512 23
1994 2127 9
364 1529 14
1910 2070 9
1477 1148 19
394 2774 23
2101 946 18
1421 1400 25
1146 206 25
1447 1263 19
653 273 10
2046 766 11
997 896 26
372 2789 31
2447 2106 25
605 22 29
2204 2215 20
317 875 18
943 2866 25
1652 1970 0
126 696 19
2763 1112 13
423 2071 21
2335 25 12
1002 1399 12
1939 2206 21
698 188 28
2615 2748 19
1776 2295 18
1202 556 25
524 2967 25
2258 1022 31
983 1148 16
313 1118 15
710 2294 26
988 1690 19
1227 49 24
412 716 30
1136 603 17
910 1612 20
602 1276 37
1452 974 26
2529 497 6
2840 660 30
337 1619 25
230 2161 25
2743 2900 22
2070 2108 9
2541 2222 37
