46 856
30 5 31
13 15 9
2 15 17
33 0 0
30 19 28
12 26 38
20 41 22
31 37 21
38 4 35
3 22 25
22 37 15
9 6 10
17 36 14
18 29 16
6 38 0
44 23 27
23 21 29
31 11 15
7 29 3
39 2 25
17 4 19
3 31 2
33 7 14
41 17 26
18 19 20
22 32 15
0 36 10
44 0 15
39 24 21
34 38 18
3 18 22
16 13 15
21 32 18
30 33 28
32 30 4
10 23 17
23 17 30
27 3 11
6 14 -3
12 15 27
43 33 24
43 17 19
30 0 37
14 9 -2
12 16 17
33 9 12
37 41 26
26 7 18
40 27 23
7 26 30
15 31 27
27 21 17
33 26 34
13 21 0
8 30 25
34 16 -1
43 39 30
34 22 15
42 24 11
41 27 8
45 41 12
40 25 21
26 42 24
5 13 25
42 45 23
35 26 34
8 3 19
17 38 20
29 25 13
13 30 13
20 17 14
21 35 0
45 34 8
5 27 22
15 23 26
10 37 21
24 41 39
19 4 23
27 25 21
34 19 19
18 30 6
26 3 27
35 27 33
15 7 61
31 35 6
27 29 32
7 42 11
21 37 35
37 15 12
11 19 11
17 13 15
8 43 -4
45 9 38
37 4 39
16 11 24
25 2 15
38 10 29
27 45 14
35 39 26
45 32 14
37 14 9
16 0 18
1 39 13
26 21 9
30 11 17
37 18 37
40 20 5
37 27 14
25 24 30
11 17 7
35 3 35
26 38 18
29 7 27
39 21 23
0 40 28
13 33 39
1 21 1
14 45 31
16 32 15
40 11 30
42 40 12
32 31 29
39 31 18
14 44 25
7 13 21
16 45 13
29 1 26
43 19 5
8 14 24
27 39 41
9 29 31
44 39 22
27 26 24
30 38 5
35 44 10
19 14 38
32 7 7
10 24 14
41 30 19
26 10 20
20 12 1
27 4 18
34 6 31
41 35 29
29 8 12
13 44 32
25 31 9
19 2 24
44 4 28
31 39 34
24 22 7
21 43 14
43 41 19
42 6 19
13 6 32
19 5 -4
18 43 10
44 43 36
24 5 9
44 34 10
10 0 15
8 15 15
15 34 4
31 40 20
36 23 2
43 15 40
13 12 17
17 42 23
4 20 25
5 34 27
27 34 8
5 2 22
29 3 48
39 23 -11
15 17 7
28 24 39
45 37 -11
20 40 14
12 41 22
21 7 9
31 45 12
22 34 -14
35 38 13
26 24 12
34 26 13
31 16 29
28 20 9
41 24 38
13 14 11
45 40 13
40 15 20
30 41 27
33 41 35
35 2 -1
20 8 23
6 30 29
9 0 26
39 37 32
8 2 13
15 8 8
18 36 5
6 25 14
18 22 30
15 22 40
33 3 30
36 3 17
22 28 18
11 45 37
3 11 28
39 0 14
22 26 17
13 31 17
4 45 25
42 35 18
20 7 23
8 42 19
33 11 14
31 18 1
29 30 17
30 20 36
9 16 37
25 18 10
38 42 1
1 44 17
23 42 28
31 28 19
7 19 16
35 31 -8
11 33 6
33 18 28
26 37 32
14 0 24
42 11 29
11 29 -9
5 35 20
6 12 -15
32 25 39
21 13 16
27 20 20
6 21 16
14 24 10
14 41 34
41 38 29
43 22 31
41 39 9
30 1 30
40 12 26
20 33 21
28 32 -7
4 17 21
42 27 13
33 22 25
34 41 22
36 41 14
18 14 21
28 5 25
25 35 17
31 41 6
4 5 43
5 23 24
15 36 14
43 42 -15
6 18 10
5 40 15
19 16 43
28 4 13
40 30 21
6 33 28
2 18 28
2 20 14
22 21 5
8 44 11
0 44 16
35 34 17
45 15 12
9 34 9
39 6 0
19 26 3
10 27 18
5 42 36
40 19 18
34 18 27
21 26 20
4 32 25
3 4 -3
17 2 6
38 16 8
36 33 33
24 21 26
26 18 12
8 23 -7
37 5 2
44 27 27
28 26 13
35 13 27
23 15 33
30 39 31
17 33 3
34 37 2
38 34 20
20 18 14
22 19 41
34 27 18
45 23 14
18 8 21
8 22 2
40 43 5
27 36 20
39 11 -12
0 13 20
15 21 14
29 11 36
19 15 8
44 26 16
29 41 25
4 23 17
22 41 18
23 45 -4
27 6 21
36 17 17
21 41 27
4 6 32
8 34 15
36 16 14
17 11 16
19 36 24
28 44 29
1 35 25
3 43 13
27 18 18
6 34 -2
0 4 -2
0 14 6
17 31 26
32 37 2
7 37 17
31 32 24
14 33 28
35 30 39
45 36 30
16 30 40
22 17 41
20 13 22
8 32 9
26 41 31
23 19 17
11 9 26
7 38 25
45 13 11
26 33 16
3 41 19
9 39 21
27 24 5
28 41 2
12 38 4
26 31 14
16 8 13
26 25 9
38 29 18
16 40 22
17 43 29
16 19 23
24 17 7
34 1 9
35 7 18
22 7 29
36 11 32
42 25 28
29 26 17
26 27 23
39 8 30
45 42 10
35 5 15
43 20 29
11 4 28
1 23 8
19 34 33
4 29 23
31 23 15
20 21 33
10 13 -1
37 40 3
4 28 21
23 1 37
2 1 25
40 36 11
22 18 37
23 36 5
24 19 32
30 17 5
32 24 31
11 27 33
11 15 23
40 45 18
15 1 22
31 13 11
40 28 16
3 0 17
0 31 18
6 26 16
35 0 13
43 23 20
31 9 13
22 13 1
2 17 6
18 0 10
16 35 18
38 20 13
25 9 11
40 34 6
21 2 25
10 6 28
14 36 6
35 25 18
2 5 44
24 15 6
13 4 5
2 28 32
17 26 39
26 20 11
38 2 28
17 18 6
13 16 10
0 33 15
22 38 14
42 36 28
33 29 27
4 30 11
13 18 19
22 5 25
35 8 26
13 41 -2
28 23 5
27 38 21
31 25 13
5 17 11
44 3 34
12 44 25
10 28 13
30 2 24
24 3 31
26 11 7
14 20 17
4 31 6
30 24 13
25 28 25
8 20 1
28 25 9
25 3 30
45 31 30
5 9 23
6 42 17
37 33 40
27 28 31
25 26 16
30 8 -4
35 21 11
26 36 -2
24 0 8
32 23 21
40 6 21
7 15 37
13 36 7
43 37 17
4 34 34
24 14 18
3 36 42
34 32 23
6 23 7
2 11 10
43 10 14
39 38 3
5 12 3
17 32 -1
8 33 2
8 11 5
6 8 13
22 2 15
11 13 26
1 8 -2
39 9 30
13 29 6
5 14 5
10 15 20
24 39 25
37 17 9
42 0 9
24 10 20
3 23 18
17 23 14
20 31 28
31 33 17
27 30 16
15 26 18
4 33 45
38 18 39
37 10 -3
9 17 5
45 11 38
3 7 28
23 24 30
41 20 29
35 12 29
25 22 23
29 20 17
30 22 13
22 42 19
43 38 22
17 21 28
45 4 27
7 21 17
24 16 33
23 18 19
45 25 4
1 4 15
25 41 22
24 7 18
